grant_id,book,snippet
II_7_1927,7,"JOHN CHILCOTT, 650 acs., Up. Par, of Nanzemond; neare the maine runn of Barbicue Sw., 23 Apr. 1681, p. 88. 600 acs. part granted to John Haw"
II_7_1930,7,"THOMAS HARRELL, 150 acs., in Nanzemund, at head of Parker’s Cr., 23 Apr. 1681, p. 89. Part of 250 acs. granted Silvester Baker 1 Apr. 1658; "
II_7_1931,7,"COL. THOMAS DEWE, 450 acs., in Uper. Par. of Nanzemund, at head of Crany Cr., issuiing out of the Southard br., 23 Apr. 1681, p. 90. Beg. in"
II_7_1932,7,"WILLIAM GATTLIN, 280 acs., in Nanzemund Up. Par., at Kingsale; 23 Apr. 1681, p. 90. Beg. in Adderberry pattent belonging to sd. Gattlin; adj"
II_7_1933,7,"MATHEW SPIVIE, 86 acs., in Up. Par. of Nanzemund; 23 Apr. 1681, p. 91. Beg. behind Edward Holmes’ now dwelling howse; in line of Jericoe; &c"
II_7_1934,7,"RICHARD TAYLOR, 200 acs., in Up. Par. of Nanzemund, neare head of Corawaugh Sw., a little to the E’wd. of the County Line; along a gr. pocos"
II_7_1935,7,"THOMAS PARKER, 700 acs., Up. Par. of Nanzemund, neare head of the Southerne br., 23 Apr. 1681, p. 92. By the County Line; & adj. William Bus"
II_7_1936,7,"DANIELL HINDE, 150 acs., Up. Par, of Nanzemond Co., 23 Apr. 1681, p. 92. Beg. at Jeremiah Orley; to James Canneday, &c. Trans. of 3 pers: Ma"
II_7_1938,7,"THOMAS, RICHARD & FRANCIS PARKER, the 3 sons of Richard Parker, dec’d.. 1420 acs.. in the S. br. of Nanzemund (Riv.); beg. N. of Crany Cr. m"
II_7_1939,7,"JOHN NORRIS, in the richt of his wife Mary, 112 acs., in the Up. Par. of Nanzemund Co., 23 Avr. 1681. p. 94. Beg. towards head of Sovage’s C"
II_7_1940,7,"RICHARD TAYLOR & GEORG CORPES, 400 acs., Up. Par. of Nanzemund, at King sale, 23 Apr. 1681, p. 95. Adj. William Gettlin & line of Adderbry p"
II_7_1949,7,"SAME. 258 acs., in same Co; Stratton Major Par; same date; p. 100. Adj. ‘John Garrett & Mr. Carding Brooke, (Cardingbrooke) ; &c. Trans. of "
II_7_1950,7,"SAME. 195 acs; same location; same date, & page. By the Ridge Path in a pondie branch; adj. John Garrett & Rogers’ corner; &c. Trans. of 4 p"
II_7_1951,7,"SAME. 242 acs., Same Co; St. Stephen’s Par; same date & page. Beg. by John James’ Spring, in Burche’s line; ° adj. Abbott's line, & Bray's l"
II_7_1966,7,"RICHARD GOODWIN, 100 acs., Nanzemund Co., 28 Sept. 1681, p. 108. Escheate land of William Kinsey; inquisition under William Byrd, Esch’r., &"
II_7_1976,7,"SAME. 1200 acs.. Renva. Co.. Cittinebonrne Parish 28 Sent. 1681. n. 112. Bee. on NW side of the mouth Of Prosser’s Cr. out of Renna, Riv.. o"
II_7_1985,7,"JOHN SYMONS, 377 acs., in W. ‘br. of Nanzemund (Riv.), 28 Sept. 1681, p. 116. Beg. at James Colding; to a br. deviding this & land of Stephe"
II_7_1986,7,"JAMES COLDING, 168 acs., in the W. br. of Nanzemund Riv., 28 Sept. 1681, p. 117. Running down the Sw. to a gr. white oak against John Wain’s"
II_7_1987,7,"MR. WILLIAM BURTON, of Accomack Co., 500 acs., being a Cedar Island on the seaboard side, in sd. Co; on S. on end of a ridge neare mouth of "
II_7_2020,7,"HENERY COPELAND, 400 acs., Up. Par. of Nanzemond Co., neer Sommerton, 20 Apr. 1682, p. 130. Adj. his father’s line, near a br. of the Indian"
II_7_2025,7,"WILLIAM MAYO, of Is.-of W. Co., 220 acs., in sd. .Co., on Chewan River; 20 Apr. 1682, p. 132. Beg. at Thomas Mann’s cor., to Giles Linscott;"
II_7_2027,7,"THOMAS WALER, 420 acs., in Low. Par. of Surry Co., on the Black Water 2 Aue ‘az. 1682, p. 133. Beg. at Allen Warren, by Mr. Robert Coufeild "
II_7_2030,7,"WM. MURFEY, : 200. acs.,°20 Apr. 1682, p. 135. Betwixt Jacob Dardon & Robert Hookes, a mi. from the maine sw. of the W. br. of Nanzemond; by"
II_7_2031,7,"JOHN MACLOODE, 270 acs., Low. Par. of Surry Co., on W. side of the 3rd Sw. of the maine Black Water; 20. Apr. 1682, p. 135. Betwixt Nicholas"
II_7_2032,7,"CHARLES SAVAGE, 370 acs., Low. Par. of Surry Co., on Black Water brs., 20 Apr. 1682, p. 136. Betwixt Major Marriot’s land, in possession of "
II_7_2035,7,"ROBERT SAVAGE, 265 acs; (Co. not given); 20 Apr. 1682, p. 137. Near land of ‘Charles Savage; beg. at Mr. Samll. Thompson, &c. Trans. of 6 pe"
II_7_2068,7,"SKERINGTON, (Skerrington) (ot Skevington), 1350 acs., N’ly. from ‘Corretuck, 20 Apr. 1682, p. 152. Beg. neare Robert Symmons’ at ‘the entran"
II_7_2079,7,"JOSHUA NAYLOR, 150 aes., on Deep Creek, adj. George Cookley; 20 Apr. 1682, p. 157. Granted to Dr. Richard Hall 13 Jan. 1652: renewed by orde"
II_7_2083,7,"COL. JOHN CUSTIS, 3700:acs., in Pocomoke, Accornacke Co., 20 Apt. 1682, p. 160. Part of 8150 acs. which Debourax Browne dyed seized of, & wa"
II_7_2093,7,"ROBERT HOOKES, 200 acs., on SW side of the main Sw. of the W. br. of Nanzemond; being: halfe of patt. granted his father & Wm. Bream; 20 Apr"
II_7_2095,7,"RICHARD SLAUGHTER, 600 acs., at the head of Bennett’s Creek, 24 Apr. 1682, p. 166. Adj.-Thomas Akerland; Col. Edward Carter; &c. 450 acs. pa"
II_7_2098,7,"FRANCIS SPEIGHT, 500 acs., Up. Par. of Nanzemond Co., on S. ‘side of the Beech Sw., 24 Apr. 1682, e 168. Along Sommerton Cr., to a little be"
II_7_2100,7,"JONATHAN ROBINSON, in right of Ann his wife, the dau. of James Foster, dec’d; 242 acs., on head of the southern br, of Nanzemond (Riv.), 24 "
II_7_2102,7,"JAMES HAYWARD: ,in right of Elizabeth his wife, Grandchild of James Foster, dec’d; 242 acs., att head ‘of the S. br. of Nanzemond, 24 Apr. 1"
II_7_2107,7,"JOHN HARRIS, 200 acs., in the Up. Par, of Nanzemond, adj. land he lives on; 24 Apr. 1682, p. 171. Beg. in sight of Wm. Breames’: house; thro"
II_7_2111,7,"WM. CUSTIS, Gent., of Accomack Co., 1350 acs., on the Seaboard side in sd. Co., 20 Apr. 1682, p. 173. 1200 acs. being part of 2400 acs. gran"
II_7_2117,7,"ROBERT PRIDDY, 150 acs., 22 Sept. 1682, p. 175. 50 acs. lying on Tassatiams Cr., adj. Mr. Henery Biggs & his own land; 100 acs. on Arracaico"
II_7_2123,7,"JOSEPH VICK, 320 acs., 22° Sept. 1682, p. 177. Beg. by Chewan’ River, neer the Indians Spring; & adj. land of Hodges Councill (Councel!) ; &"
II_7_2137,7,"RICHARD BENNET, 630 acs., Low. Par. of Surry Co., on W. side of Pokatink Sw., 22 Sept. 1682, p. 183. Beg, at Mr. Francis Mason; by Mr. Wm. E"
II_7_2138,7,"HENERY FRANCIS, 580 acs., Up. Par. of Surry Co., on SW side of the Birchen Sw., 22 Sept..1682, p. 183. Beg. at Mr. -John Brashear; to Mr. Ha"
II_7_2139,7,"ROWLAND BULKLEY, 330 acs., neer Currawaugh Sw., 22 Sept. 1682, p. 184. Beg. at Giles Linscott, neer Col. Bridger’s line; &c. Trans. of 7 per"
II_7_2141,7,"THOMAS LANE, 400 acs., Low. Par. of Surry Co., bet. brs. of Suncken Marsh. Mill & Pokatink Sw., 22, Sept. 1682, p. 184. Beg. at Wm. Gray; by"
II_7_2147,7,"SAME. 97 acs.,-on E.-side of Chimidges .Cr., N.-side James Riv., in same Co, & Parish; same date, p. 187. Beg. at Cuthbert Williamson; to Mf"
II_7_2153,7,"JOHN BARKER, 240 acs., Up. Par. of Surry Co., on N. side of the Otterdam Sw., 22 Sept. 1682, p. 189. Be- twixt Mr. Benjamin Harrison & Mr. J"
II_7_2157,7,"MR. THOMAS JORDAN, 265 acs., Up. Par. of Surry Co., on branches of Cyprus Sw., 22 Sept. 1682, p. 191. Beg. at John Rogers’ land, &c. Trans. "
II_7_2173,7,"SAME. 247 acs; same Co. & date, p. 298. Called-- Aquasta Neck; W. upon the Old plantation & creek; N. on John Dennis, S. on Henery Charleton"
II_7_2193,7,"JEAN JOHNSON & GRACE JOHNSON, 100 acs., on the S. side & towards head of the W. br. of Eliz, Riv., 22 Nov. 1682, p. 210. Adj. Thomas Tucker "
II_7_2199,7,"MR, CHARLES FOSSON, 90 acs., of Marsh Land in Mattapony River; beg. at the marsh below the old Stoor; to Hartquake (Heartquakue) Cr., by the"
II_7_2237,7,"THOMAS MITCHELL, Planter, of New Kent Co., 2436 acs., in sd. Co., being the land he lives on: 28 Feb. 1682/3, p. 232. Beg. at Mr. Robert Jar"
II_7_2238,7,"ROBERT PEYTON, Gent., of Glocester Co., 150 acs., in sd. Co., in Kingston Par., 28 Feb. 1682/3, p. 233. Beg. at head of land formerly belong"
II_7_2247,7,"MR. TYMOTHY ELLIS, 35 acs., lew Kent Co. on N. side of York River, 16 Apr. 1683, p. 238. Beg. at Hayses’ Cr., by plantation of Mr. John King"
II_7_2253,7,"MR. ROBERT FLAKE, 400 azcs., Low. Par. of Surry Co., neere the Great Pocoson; 16 Apr. 1683, p. 242. Beg. YZ mi. from Pokatink Sw., bet. Col."
II_7_2261,7,"JOSEPH ROGERS, 1025 acs., Low. Par. of Surry Co., comonly called Pokotink, 16 Apr. 1683, p. 247. Beg. on E, side of Pokatink Sw; adj. Mr. Wi"
II_7_2266,7,"WILLIAM WARD, 50 acs., Nansimund..Co., 16: Apr. 1683, p. 251. Escheated from John Ewins, by: inquisition under William Alford, Deuty. Eseh’r"
II_7_2272,7,"JOSEPH BOOTH, 400 acs., Up. Par. of Nanzimund Co., 16 Apr. 1683, p. 255. Beg. by maine run of Cypress Sw; Adj. Mathew Spivey; & Mr. John. Ch"
II_7_2273,7,"ROBERT BREWER, 300 aes., Up. Par. of Nanzemund, att King-Sule, 16 Apr. 1683, p. 256. Beg. in the County line: to William Collings; & William"
II_7_2274,7,"JOHN HOLLAND, 200 acs., Up. Par. of Nanzimund County, att King Sele, 16 Apr. 1683, p. 256. Beg. at William Gatling, a cor. of George Corps, "
II_7_2275,7,"JOHN BRINKLY, 250 acs. Up. Par. of Nansimund Co., att Chivey Chase, 16 Apr. 1683, p. 257. Beg. att mouth of a br. of Mossey Sw; by the Gr. S"
II_7_2276,7,"TOHN SUMNER & JOHN STALLENGE. 1000 acs., Up. Par. of Nansimund Co.. att Orapeak, 16 Apr. 1683, Pp. 257. Beg. by the ridge of Orapeak Sw., &c"
II_7_2277,7,"HENERY PLUMTON (Plumpton), 100 acs., Up. Par. of Nansimund; 16 Apr. 1683, p. 258. Beg. by Oropeak Gr. Sw; cor. of Col. John Lear; to the Whi"
II_7_2278,7,"ROBERT BLANSHARD, .100 acs.. Up. Par. of Nanzimund, att Jerico, 16 Apr. 1683, p. 259. Adj. Col. Dew; &c. Trans. of 2 pers: Alice Thomas, Ann"
II_7_2279,7,"MATHEW -SPIVY (Spivey), 200 acs., Up. Par. of Nansimund, 16 Apr. 1683, p. 259. Beg. nigh the Cypress Sw., corner of. his brother George Spiv"
II_7_2280,7,"THOMAS PARKER, 150 acs. Up Par. of Nansimund, 16 Apr. 1683, p. 259. Beg. at Col. Thomas Dew, att the mouth of Craeny Cr., issueing out of th"
II_7_2281,7,"HUGH GAHAN, 400 acs., Up. Par. of Nansimund, 16 Apr. 1683, p. 260. Beg. at James Griffin, nigh the Cypress Sw., on the S. side, by the maine"
II_7_2282,7,"FRANCIS SANDERS, 600 acs.; .Up. Par. of Nansimund, att King Sale, 16 Apr. 1683, p. 260. Beg. at Thomas Titus & Nicholas Dixon; to Reedy Br; "
II_7_2283,7,"FRANCIS. PARKER, 20 acs., Up. Par. of Nansimund, 16 Apr. 1683, p. 261. In the line of Hood’s Neck, in possession of sd. Parker; to the Cross"
II_7_2284,7,"JOHN CHILCOTT, 200 acs., Up. Par. of Nansimund, 16 Apr. 1683, p. 261. Adj. Joseph Booth; & his own land; nigh the Cyprus Run. Trans. of 4 pe"
II_7_2285,7,"CHARLES ROADES (Rhodes), 322 acs., Up. Par. of Nansimund Co., towards head of the Southerne Br., 16 Apr. -1683, p. 262. To mouth of the Beve"
II_7_2286,7,"JAMES GRIFFIN, 400 acs., Up. Par. of Nansimund Co., 16 Apr. 1683, p. 262. Beg. at-Michaell Brinkley, nigh S. side of the Cypress Sw., &c. Tr"
II_7_2287,7,"WILLIAM BYRD, 450 acs., Up. Par. of Nansimund Co., att Summerton, 16 Apr. 1683, p. 263. Beg. at Knuckles Sw. Trans. of 9 pers: Danll. Lyss, "
II_7_2305,7,"MR. DANNIELL HIGDON, & MR. ROGER REESE. 265 A., 1 R., 13 P., Chrs. Citv Co., Westover Par., S. side of James River,'16 Apr. 1683, p. 274. Ad"
II_7_2309,7,"TOHN HOLLAND. 200 acs., Up. Par. of Nansimund Co., att King Sale, 16 Apr. 1683, p. 277. Beg. at William Gating, cor. to George Corpes; &c. T"
II_7_2314,7,"THOMAS COTTEN, 335 acs., Up. Par. of Surry Co., on NE side of the Otter Dam Sw., 16 Apr. 1683, p. 280. Adj. Mr. John Barker, neere his Cart "
II_7_2321,7,"MR. EDWARD THOMAS, 350 acs., on S. side of Rappa. Co., 16 Apr. 1683, p. 285. Adj. Mr. Jones & “Jackman; down path of Mr. Marish, &c. Granted"
II_7_2327,7,"MRS. ELIZABETH SMITH, 400 acs.,. St. Stephen’s Parish; upon brs. of Aquintinoco Cr., 16 Apr. 1683, p. 288. Beg. in sight of her old Plantati"
II_7_2332,7,"MR. EDWARD CHILTON, 2 A., 17 chs., in James Cittv. 16 Apr. 1683, p. 292. Adj. Col. Phillip Lalwells along an old ditch; down James Riv. bank"
II_7_2334,7,"MR. THOMAS PARKER & MR. TAMES BAGNOLL, 470 acs.. Low. Par, of Is. of Wight Co., on W. side of Tepsters (alias the Long Ponds) Cr.. 29 M-y 16"
II_7_2336,7,"THOMAS JOYNER, JUNR., 2990 acs., on branches of the Western Br. of Nanzemond (Riv.); 29 May 1683, p. 294, Beg. at Mr. William Bodie’s (Boddy"
II_7_2339,7,"MR. HUGH WILLIAMS & MR. THOMAS JONES, JUNR., 350 acs., on N. side of Mattopany Riv., 29 May 1683, p. 296. Beg. on a poynt by Si/ke Gr2ss Mea"
II_7_2340,7,"DAVID PHILLIPS, 85 acs., Up. Par. cf Surry Co., 29 May 1683, p. 296. Adj. Mr. Benjamin Harryson; Thomss Battle; John Battle; Thomas Hux; Wil"
II_7_2342,7,"EDWARD GRANTHAM, 300. acs., Up. Par. of Surry Co.,-on brs. of. the Cypress Sw., 29 May 1683,. p. 297. eg. at Mr. Thomas Jordan, in the. head"
II_7_2344,7,"ROBERT ANDREWS, 14u acs. Up. Par. of Surry Co; on SW side of the Cypress Sw; adj. Thomas Andrews; 29 May 1683, p, 298. Trans. of 3 pers: Pet"
II_7_2346,7,"THOMAS GIBBINS, 400 acs., Up. Par. cf Surry Co., neere head of the brs. of Cypress Sw., 29 May 1683, p. 299. Adj. Owen Mirick, & Mr. Thomas "
II_7_2351,7,"MR. PHILLIP HOWARD, 300 acs., Nensimund Co., 20 Sept. 1683, p. 305. Adj. Richard Slaughter; & John Jolly. Granted James Monroe 14 Apr. 1670,"
II_7_2355,7,"CAVALIERS AND PIONEERS Mar. Wright, Geo, Dally, Mary Tannes, Jon .Ball, Abig. Hoe, Wm. Harp, Geo. Delves (or Delues)."
II_7_2357,7,"MR. THOMAS SKEVINGTON, 1356 acs. N’ly. from Currciuk; 20 Sept. 1683, p. 308. Beg. neere Rovert Symons, att the entrence of the little Wash; "
II_7_2360,7,"JAMES DAVIS, 141 acs., Nansimund (Co.), on Chuckatuck Cr., 20 Sept. 1683, p. 310. Adj. bis brother Thomas Davis; Thomas Cutchin; & Wm. Thomp"
II_7_2363,7,"THOMAS DUNKETON, 161¥4 acs, on S. side of York River, 20 Sept. 1683, p. 312. Adj. Mr. Jno. Broach, in the forke of Mashemeeds Cr; bv the Bri"
II_7_2367,7,"SAME. 300 ¢ccs., New Ken: Co., ssme date & page. Lend James Elcock cyed seized of, & was found to eschevie, by inquisition under William Lei"
II_7_2369,7,"FRANCIS BROWNE, 1100 acs., Roppa. Co., on S. sid2 of Puscation, clias Cox’s, Cr; 20 Sept. 1683, p. 316. Granted him 9 June 1658."
II_7_2371,7,"NICHOLAS COCKE, 346 acs., Middiesex Co.. adj. Jemaica Lend: 20 Si 1683. p, 338. Adj. John Tedwin, neers path from Jerzaics to the Towa: by M"
II_7_2373,7,"ABRAHAM WEEKES, 950 acs., Lencaster Co; on NE side of the Gr. swamp on the head of Pesnketank River & abcut 6 mi. from Rappi. River; 20 Sept"
II_7_2385,7,"CAPT. HENERY APPLEWHAITE, 902 acs., Is. of Wisht Co; bet. main Sw. of Kingsale & the Beaver Dimmes Br., 20 Nov. 1683, p. 329. Beg. by the ma"
II_7_2386,7,"GEORGE WRIGHT & THO. WRIGHT, 100 acs., ox there*bouts, in Is. of Wight Co., 20 Nov. 1683, p. 320. Land which Capt. Joff. Upton died seized o"
II_7_2390,7,"MR. BENJA. FOSTER, 833 acs., Ches, City Co; Wayonoike Par., on S. side of James Riv., 20 Nov. 1683, p. 332. Beg. at the White Medow; along T"
II_7_2391,7,"COL. ARTHUR SMITH, 1100 acs. in the Low. Par. cf Wight Cc; on S. side of Currewaugh Sw., 20 Nov. 1683, p. 333. Beg. at land taken by him & L"
II_7_2393,7,"CAPT. HENRY APPLEV/AITE (Apnlewhaite), 1213 acs., Is. cf W. Co; cathe meine br. cf King Sole: 20 Nov. C33, p, 334. Granted tc Willism Ccltin"
II_7_2394,7,"MAJ. FRANCIS POYTHERES (Poythries), 1252 A., 2 RB. 39 P.. Chast City Co; in the Parish of Jordans; on S. side of James River, 20 iNov. 1083,"
II_7_2395,7,"ADAM MORRIS, 200 acs., Chas. Ciiy Co; S. side of Appamattuck Riv; Bristoll Par., att Mounkeys Neck, 20 Nov. 1683, p. 336. Beg. att Thonss Le"
II_7_2397,7,IN. side of the gi. Road; | to Mr. Fecncis Pcytheris; ca Rewer Biniord; Robert Aberns : Bu i viz: GOO 2cs. nril. Court att Ji 1682 & for im 
II_7_2398,7,"FE ""lood, Joa. Wright, Fra. Sheltca, Wm. Gage, Geo. Hilliard, Tho. Bramstonez."
II_7_2399,7,"PETER WYCKE & JOHN LENEARE (Lanier), 1482 A. 3 R. 24 P., Ches. City Co; Westover Par., on S. side of James Riv, 20 Nov. 1633, p. 339. Beg av"
II_7_2401,7,"MR. JOHN EDWARDS, 354 River, © 2CS., LL & S. ——s Z 20 ""Now. 1683, p. 341. 209 ies. adj. Thomas Alex:nder; & Jamcs Hensen; granted sd. Edward"
II_7_2402,7,"JCHN WHITHURST, 400 acs., Low. Nerf. Ce., et the 3 runs of the Eastern> Ridges, 20 Nov. 1683, p. 341. Beg. at Villiam Nicholls. ranted to Ja"
II_7_2405,7,"THOMAS GRIFFIN, 177 acs., Low. Ne-f. Co., om N. branches of Curretuck, 20 Nev. 1683, p. 342. Adj. Mr. Basnett €& Thomas Smith. Trans. of 4 p"
II_7_2408,7,"MARTHA ROUSE, 100 acs., Low. Long Thicketts; 20 Nov. 1683, p. 344. Trans. of 2 pers: Jno. Porter, Thomas Welch."
II_7_2409,7,"JOB KEMPE, 265 acs., Low. Nozrf. Co; Lynhaven Par., 20 Nov. 1683, p. 344, 200 acs. at a peth from the E. br. of Eliz. River to the North Riv"
II_7_2431,7,"HOMAS ALLOMAINE, 52 acs., Glester Co., Kingston Par., 20 Apr. 1684, p. 355. Adj. Mr. Willian Elliott; William Lewis; & Lt. Col. Jno, Armstea"
II_7_2434,7,"JOHN BANISTER, 650 acs., called New Poynt Comfort Neck; E. on New Poynt Comfort Cr., W. on Mobjack Bay, S. ca John Gundrey, &c; 20 Apr. 1684"
II_7_2450,7,"MR, BENJAMIN GOODRICH, 930 acs. on S. side of Rappa. Riv., neere 1350 acs. taken up by Bartholomew Hoskins; 20 Apr. 1684, p. 365. 609 acs, b"
II_7_2452,7,"RICHARD PILAND (Pyland), 580 acs., in Up. Par. of: Surry Co., on NW side of Pigeon Sw., 20 Oct. 1684, p. 366. Beg. at Mr. Samll. Plaw’s line"
II_7_2453,7,"MR. THOMAS WARREN, 280 acs., Up. Par. of Surry Co., about 14% mi. above Ware Neck Mill; 20 Apr. 1684, p. 367. 120 acs. part of 290 acs. gran"
II_7_2454,7,"THOMAS SMITH, 200 acs., Up. Par. of Surry Co., bet. the Cypress Sw. of John chokuck Sw, 20 Apr. 1684, p. 367. Beg. at land of Richard Jordan"
II_7_2457,7,"RICHARD JORDAN, Junr., 260 acs., Up. Par. of Surry Co., on NE side of John Checokuck Sw; being part of Mr. Owens’ devident, &c; 20 Apr. 1684"
II_7_2460,7,"JOHN COKER, 400 acs., Low. Par. of Surry Co., on SW side of Cypress Sw., adj. Mr. Merryweather, 20 Apr. 1684, p. 371. Trans. of 8 pers: Fran"
II_7_2465,7,"MR, ARTHUR JORDAN, 240 acs., Up. Par. of Surry Co., on SE side of Stony Run, 20 Apr. 1684, p. 373. 150 acs. granted him.23 Apr. 1678; 90 acs"
II_7_2466,7,"GEORGE & RIVER JORDAN, 200 acs., Up. Par. of Surry Co: bet. lands of Mr. Arthur Jordan & Mr. Christopher Foster. 20 Apr. 1684, p. 374. Trans"
II_7_2467,7,"JOHN PARSONS, JUNR., 290 acs., Low. Par. of Surry Co., 20 Apr. 1684, p. 374. On heads of the Blackwater branches; adj. Thomas Lane, Mr. Robe"
II_7_2468,7,"JOHN BRETT, JUNR., 720 acs., Up. Par. of Surry Co; 20 Apr. 1684, p. 375. On both sides of Cypress Sw., adj. Mr. Thomas Jordan & Edward Grant"
II_7_2471,7,"WILLIAM BALDWIN & JOHN DUCE, 2600 acs., Up. Par. of Surry Co., on SW side of Cypress Sw., at mouth cf Tyase’s Br; adj. Robert Andrews & Capt"
II_7_2474,7,"JOHN CLARK, 410 acs., Low Par. of Surry So; on E. side of the Green Sw., adj. Thomas Lane; Mr. Bins; Mr. Owens; & Mr. William Gray. 20 Apr. "
II_7_2475,7,"MR. ROBERT COLEMAN, 530 acs., on W. side of a reedy marsh, a br. of Chuckatuck; 20 Apr. 1684, p. 378. 400 acs. granted to Richard & Miles Le"
II_7_2497,7,"WILLIAM GREENFIELD, 119 acs., Heririco Co; Bristoll Par; on N, sitle of Swifts Cr; adj. William Bevifi; Mr. Henry Randolph; & Robert Man. Tr"
II_7_2499,7,"LT. COL. ANTHONY LAWSON, 1206 acs., Low. N6rf. C6; Lifihaven Par; on both sides of Linhaven River, 1 May 1684, p. 390. Adj. land taken by Ca"
II_7_2500,7,"BRYAN OQUIN, 536 acs., Up. Par. of Nanzemund; on S. side of the Cypress Sw., adj. land formerly Hugh Gauhan’s, now in possession of Robert R"
II_7_2503,7,"WALTER PRICE & THOMAS DYAS, 400 acs., Up. Par. of Nanzemend Co; nigh runn of Barbicue Sw; by Winborne’s corner; to Chilcott’s line, &c; 26 A"
II_7_2507,7,"MR. WILLIAM BODDIE (Boddy), 3350 acs., Low. Par. of 1s. of Wight Co; on both sides of the 2 gr. Swamps of the Cypress, & the W. br. of Nanzé"
II_7_2540,7,"JAMES MURROE: (Murhos), 60 acs., Nanzemcnd Co., 21 Oct. 1684, p. 412 Land which Austin Gillet dyed seized of; eschcated by inquisition under"
II_7_2541,7,"JAMES HOWARD, 300 acs., Up. Par. of Nanzemend; ett head of Capt. John Mason in the W'n. branch; 21 Oct. 1684, p. 412. Adj. Richard Seanders:"
II_7_2543,7,"GRACE LEWIS, Orphan, of Midlesex Co., 646 acs., 21 Oct. 1684, p. 413. By.a br. of Sunderland, als.' Copeland, Cr; adj. Mr. Robert, Chuning; "
II_7_2547,7,"EVAN GRIFFIN, 170 acs., Up. Par. of Nanzemond Co., 21 Oct, 1684, p. 416. Adj. Wm. Poope, & John Spight. Trans, of 4 pers: Tho. Hinton, Josep"
II_7_2548,7,"JOHN MUNGOE, 100 acs., on SE side of Hutchiscn’s Cr., in lower part of Waresquiock Bay, 21 Oct. 1684, p. 417. Adj, Mr. James Day; at head of"
II_7_2563,7,"JASPER LANE, 640 acs., in Corretuck, neere mouth of the northwest river; 21 Oct. 1684, p. 425. Neare land of Doctor Finckley; adj. Emanuel P"
II_7_2592,7,"DAVID LEWIS, 217 acs., on N. side cf the damms parting Yorke & Warwick Counties; 20 Apr. 1685, p. 442. Near land of Owen Davis; by the Mill "
II_7_2598,7,"JOHN WILLIAMS & JOHN BROWNE, 1200 acs., amongst diverse black water brs., in Low. Par. of Surry Co., 20 Apr. 1685, p. 447. Adj. Nicholas Ses"
II_7_2606,7,"PETER BUTLER, 40 acs., Nanzemund Co., at the head of Chuckatuck Cr; adj. lines of Rye; & Scott; 20 Apr. 1685, p. 452. Trans. of 1 pers.*"
II_7_2607,7,"WILLIAM HOWELL, 300 acs., Up. Par. of Nanzemund; upon the short Sw. of Sumerton Cr., 20 Apr. 1685, p. 452. Trans. of 6 pers.*"
II_7_2608,7,"THOMAS JERNIGAN, SENR., 330 acs., at Sumerton in the Up. Par. of Nanzemund; 20 Apr. 1685, p, 452. Beg. by Sumerton Sw., adj. Johnson; & land"
II_7_2609,7,"JAMES COLE, 200 acs., at Sumerton, in the Up. Par. of Nanzemund, on Knuckels Sw., 20 Apr. 1685, p. 453. Trans, of 4 pers.*"
II_7_2610,7,"RICHARD WATRIDGE, 100 acs., Low. Par. of Nanzemund; adj. Robert Peele’s 50 acs; William Coffeild; John Granbury; & Mr. James Lockhart; 20 Ap"
II_7_2614,7,"JOHN MURFREY, JUNR., in right of Susanna, his wife, 650 acs., Up. Par. of Nanzemund Co., at head of Dumplin Island Cr., 20 Apr. 1685, p. 455"
II_7_2621,7,"JOHN HALLOWES, 2400 acs., oa S. side of Potomacke River, from mouth of Conawoman Cr., to Conawoman Bay; on Nomany Bay; adj. Mr. Speake; 28 J"
II_7_2623,7,"ABRAHAM EVANS, 300 acs., adj. Mr. John Barker; 20 Apr. 1685, p. 460. Trans. of 6 pers.* (Location not given)."
II_7_2627,7,"EDWARD BOYKIN, 525 acs., betweene the 3rd Sw. & the maine Blackwater; adj. Mr. Williamson; & Me, Thomas Moore; 20 Apr. 1685, p. 462, Trans. "
II_7_2628,7,"WILLIAM ROGERS & JOSHUA PROCTER, 900 acs., Up. Par. of Surry Co., bet. John Chehockan (Swamp ?) & the maine Blackwater, 20 Apr. 1685, p: 463"
II_7_2629,7,"CAPT. ROGER FOTTER, 380 acs., Up. Par. of Surry Co., in Clay's (Cloy’s) Br; adj. Mr. Thomas Jordan; & Mr. Owens; 20 Apr. 1685, p. 463. Trans"
II_7_2630,7,"JOHN COKER, 1450 acs., Low. Par. of Sury Co; in the Cypress Sw. & the maine Blackwater, 20 Apr. 1685, p. 464. 400 acs. by a former patt; & 1"
II_7_2631,7,"RICHARD WASHINGTON, 200 acs., by the maine Blackwater, neare mouth of a large branch, &c; 20 Apr. 1685, p. 464. Trans. of 4 pers.*"
II_7_2639,7,"MR. PETER FEILD, 240 acs., Hen rico Co., Bristoll Par., S, side of the maine br. of Swift Creek; on a br. of Symons’ Run; adj. Mr. Francis E"
II_7_2645,7,"MR. RICHARD WILLIS, of Midlesex, 300 acs., in the Draggon Sw; on Thomas Kidd; to the White Oak Sw., &c; 20 Apr. 1685, p. 471. Granted to Tho"
II_7_2647,7,"CAPELL, Orphant, of Rappa. Co., 333 acs., upon Piscattaway Cr., 20 Apr. 1685, p. 473. Beg. at land formerly Daniell Batts’, now Robert King’"
